0.5m f6.5 Planewave CDK
:NODA 
:EQUAT 
30 20 35 
20 3 42.428 +0 3 50.3 20 01 48.00 -00 02 42.0 20.0 3.1288 EAST 
20 26 59.156 +0 4 21.61 20 25 04.00 -00 03 13.0 20.0 26.2413 EAST 
20 26 27.368 +0 4 21.25 20 24 33.00 -00 03 12.0 20.0 26.0038 EAST 
19 6 59.814 -29 8 18.07 19 04 40.00 -29 11 52.0 20.0 3.4984 EAST 
18 54 7.584 -16 25 20.86 18 52 00.00 -16 28 19.0 20.0 4.2607 EAST 
22 46 28.891 -16 5 19.85 22 44 30.00 -16 17 13.0 20.0 4.7256 EAST 
20 46 34.792 -14 37 28.26 20 44 31.00 -14 45 48.0 20.0 5.0974 EAST 
18 1 33.092 -13 7 16.11 17 59 21.00 -13 07 26.0 20.0 5.4673 EAST 
19 53 5.842 -10 35 43.84 19 51 04.00 -10 41 40.0 20.0 5.8337 EAST 
22 4 2.758 -8 26 37.06 22 02 05.00 -08 37 36.0 20.0 6.2189 EAST 
0 6 22.874 -8 10 42.26 00 04 29.00 -08 23 15.0 20.0 6.5951 EAST 
17 20 24.367 -2 55 17.93 17 18 29.00 -02 53 19.0 20.0 7.2125 EAST 
23 16 59.189 -1 23 24.7 23 15 04.00 -01 35 44.0 20.0 7.7855 EAST 
19 6 14.25 -1 3 53.53 19 04 20.00 -01 07 35.0 20.0 8.2701 EAST 
16 13 59.367 -0 52 4.57 16 12 06.00 -00 46 42.0 20.0 8.6924 EAST 
21 17 32.269 -0 42 5.1 21 10 13.00 -00 51 27.0 20.0 9.1289 EAST 
18 9 49.692 +2 35 20.45 18 07 59.00 +02 34 38.0 20.0 9.5587 EAST 
20 15 53.649 +3 39 39.99 20 14 02.00 +03 32 34.0 20.0 9.9416 EAST 
22 23 29.247 +6 15 19.37 22 21 37.00 +06 03 50.0 20.0 10.3262 EAST 
0 32 25.188 +9 10 49.49 00 30 30.00 +08 58 26.0 20.0 10.7151 EAST 
19 31 2.081 +12 0 48.61 19 29 18.00 +11 55 47.0 20.0 11.2401 EAST 
21 34 0.756 +12 11 17.13 21 32 13.00 +12 01 08.0 20.0 11.6223 EAST 
16 34 50.67 +12 34 9.51 16 33 08.00 +12 38 26.0 20.0 12.1543 EAST 
17 35 57.276 +13 13 11.95 17 34 16.00 +13 14 16.0 20.0 12.4985 EAST 
23 36 46.081 +14 41 24.8 23 34 53.00 +14 28 56.0 20.0 13.5748 EAST 
18 43 37.031 +15 4 18.78 18 41 57.00 +15 01 44.0 20.0 14.0998 EAST 
20 34 48.847 +18 8 9.76 20 33 07.00 +18 00 11.0 20.0 14.4636 EAST 
22 41 33.763 +19 54 26.34 22 39 45.00 +19 42 35.0 20.0 14.8433 EAST 
0 53 38.807 +20 29 18.58 00 51 40.00 +20 17 09.0 20.0 15.2393 EAST 
19 40 15.032 +30 18 1.37 19 38 32.00 +30 12 29.0 20.0 15.7335 EAST 
18 29 56.715 +30 18 0.79 18 28 32.00 +30 16 05.0 20.0 16.0682 EAST 
23 18 46.449 +30 58 59.47 23 16 57.00 +30 46 39.0 20.0 16.5826 EAST 
22 1 20.765 +31 0 54.38 21 59 41.00 +30 49 56.0 20.0 16.9264 EAST 
