82,,7,49,52.219,,-40,54,52.34,,,-0.0001,,0.008,,2000,,7.8311719444,-39.0854611111
199,,7,50,6.868,,-1,40,55.78,,,0.0009,,-0.028,,2000,,7.8352411111,-0.3178388889
359,,7,50,22.836,,45,47,30.75,,,-0.0002,,0.007,,2000,,7.8396766667,45.791875
129,,7,53,40.071,,-23,11,14,,,-0.0014,,0.007,,2000,,7.8944641667,-22.8127777778
381,,7,53,43.413,,58,12,49.6,,,-0.0072,,-0.022,,2000,,7.8953925,58.2137777778
235,,8,0,18.857,,8,58,27.39,,,-0.001,,0.016,,2000,,8.0052380556,8.974275
303,,8,0,32.129,,29,12,44.47,,,-0.0131,,-1.165,,2000,,8.0089247222,29.2123527778
333,,8,3,26.521,,37,8,12.06,,,-0.0021,,-0.019,,2000,,8.0573669444,37.1366833333
16,,8,7,45.303,,-68,53,56.36,,,-0.0033,,0.028,,2000,,8.1292508333,-67.1010111111
97,,8,10,51.429,,-32,22,46.45,,,-0.0015,,0.038,,2000,,8.1809525,-31.6204305556
146,,8,16,52.086,,-15,9,7.06,,,-0.0009,,0.008,,2000,,8.281135,-14.8480388889
271,,8,24,45.4,,17,10,54.31,,,0.0006,,-0.125,,2000,,8.4126111111,17.1817527778
182,,8,29,5.853,,-5,52,33.83,,,0.0003,,-0.005,,2000,,8.4849591667,-4.1239361111
56,,8,36,42.749,,-47,59,54.22,,,-0.0009,,0.009,,2000,,8.6118747222,-46.0016055556
218,,8,38,20.425,,0,41,27.77,,,-0.0028,,0.002,,2000,,8.6390069444,0.6910472222
348,,8,45,10.996,,43,38,56.96,,,-0.0018,,-0.043,,2000,,8.7530544444,43.6491555556
404,,8,45,56.804,,73,17,33.2,,,-0.0004,,0.011,,2000,,8.7657788889,73.2925555556
34,,8,48,13.989,,-57,39,30.18,,,-0.0014,,0.01,,2000,,8.8038858333,-56.3416166667
69,,8,48,54.566,,-38,58,12.35,,,0.0011,,0.016,,2000,,8.8151572222,-37.0299027778
114,,8,49,42.384,,-28,15,21.27,,,-0.0018,,0.006,,2000,,8.82844,-27.7440916667
372,,8,53,8.075,,54,57,11.09,,,0.0044,,0.042,,2000,,8.8855763889,54.9530805556
254,,8,53,45.741,,13,49,49.46,,,-0.0021,,-0.006,,2000,,8.8960391667,13.8304055556
288,,8,55,27.406,,26,24,35.35,,,-0.0017,,-0.024,,2000,,8.9242794444,26.4098194444
320,,8,56,39.431,,33,15,27.93,,,0,,-0.034,,2000,,8.9442863889,33.2577583333
390,,8,56,54.72,,65,31,33.58,,,0.0019,,-0.003,,2000,,8.9485333333,65.5259944444
165,,9,0,32.92,,-12,8,26.51,,,-0.0024,,-0.028,,2000,,9.0091444444,-11.8593027778
201,,9,8,1.539,,-2,28,34.25,,,-0.0002,,-0.028,,2000,,9.1337608333,-1.5238194444
237,,9,23,29.543,,7,42,49.45,,,-0.0003,,-0.042,,2000,,9.3915397222,7.7137361111
131,,9,27,53.036,,-22,31,42.76,,,-0.0022,,0.022,,2000,,9.4647322222,-21.4714555556
148,,9,29,17.204,,-13,44,12.51,,,-0.0008,,0.004,,2000,,9.4881122222,-12.2631916667
361,,9,35,50.727,,48,29,29.75,,,-0.0048,,0.024,,2000,,9.5974241667,48.4915972222
305,,9,36,48.963,,27,45,30.64,,,-0.0013,,-0.014,,2000,,9.6136008333,27.7585111111
45,,9,38,48.383,,-50,30,28.45,,,-0.0006,,-0.022,,2000,,9.6467730556,-49.4920972222
84,,9,39,47.531,,-40,49,20.94,,,-0.0051,,0.05,,2000,,9.6632030556,-39.1775166667
99,,9,40,16.903,,-30,55,18.27,,,-0.0011,,0.003,,2000,,9.6713619444,-29.0782583333
6,,9,43,1.709,,-79,35,29.83,,,-0.0032,,0.041,,2000,,9.7171413889,-78.4083805556
335,,9,46,5.441,,39,50,17.02,,,-0.0004,,0.029,,2000,,9.7681780556,39.8380611111
273,,9,47,42.833,,20,36,17.15,,,0.0053,,-0.004,,2000,,9.7952313889,20.6047638889
184,,9,48,12.704,,-7,14,44.66,,,-0.0011,,-0.012,,2000,,9.8035288889,-6.7542611111
25,,9,57,49.333,,-61,55,54.96,,,-0.0041,,0.02,,2000,,9.9637036111,-60.0680666667
11,,9,58,11.872,,-72,3,52.89,,,-0.0012,,0.009,,2000,,9.9699644444,-71.9353083333
220,,9,58,48.774,,4,48,30.71,,,0.0007,,-0.035,,2000,,9.980215,4.8085305556
383,,10,13,28.807,,57,59,37.55,,,0.0002,,0.005,,2000,,10.2246686111,57.9937638889
167,,10,15,12.817,,-11,47,23.75,,,-0.002,,0.002,,2000,,10.2535602778,-10.2100694444
256,,10,18,21.287,,12,37,15.99,,,-0.0186,,-0.039,,2000,,10.3059130556,12.6211083333
322,,10,23,5.299,,35,13,3.41,,,-0.0032,,-0.01,,2000,,10.3848052778,35.2176138889
116,,10,23,29.997,,-26,3,22.56,,,-0.0044,,0.034,,2000,,10.3916658333,-25.9437333333
71,,10,24,56.965,,-38,18,11.77,,,-0.0012,,-0.007,,2000,,10.4158236111,-37.6967305556
290,,10,26,15.48,,24,42,55.21,,,0.0017,,-0.005,,2000,,10.4376333333,24.7153361111
203,,10,26,53.856,,-0,8,54.64,,,0.0013,,-0.034,,2000,,10.4482933333,0.1485111111
58,,10,40,49.972,,-48,1,30.38,,,-0.0047,,0.001,,2000,,10.6805477778,-47.9748944444
350,,10,44,0.62,,46,12,23.96,,,-0.0259,,-0.062,,2000,,10.7335055556,46.2066555556
239,,10,49,3.257,,10,9,28.45,,,-0.0029,,-0.013,,2000,,10.8175713889,10.1579027778
150,,10,53,56.718,,-12,26,4.35,,,-0.0026,,-0.013,,2000,,10.8990883333,-11.5654583333
133,,11,2,26.724,,-21,24,40.24,,,-0.003,,0.003,,2000,,11.0407566667,-20.5888222222
307,,11,3,11.482,,28,55,48.48,,,0.0003,,0,,2000,,11.0531894444,28.9301333333
399,,11,8,21.82,,71,57,32.33,,,-0.0054,,-0.019,,2000,,11.1393944444,71.9589805556
18,,11,8,26.344,,-65,25,42.73,,,-0.0067,,0.011,,2000,,11.1406511111,-64.5714638889
36,,11,8,42.62,,-57,3,56.93,,,-0.0003,,0.004,,2000,,11.1451722222,-56.9341861111
409,,11,10,55.137,,81,43,54,,,-0.0422,,-0.179,,2000,,11.1819825,81.7316666667
101,,11,12,18.991,,-29,46,57,,,-0.0004,,0,,2000,,11.2052752778,-28.2175
275,,11,14,24.435,,20,1,50.99,,,0.0002,,-0.005,,2000,,11.2401208333,20.0308305556
86,,11,15,49.017,,-39,19,24.63,,,-0.0151,,0.189,,2000,,11.2636158333,-38.6764916667
186,,11,18,22.011,,-5,4,2.29,,,0.0532,,-0.152,,2000,,11.3061141667,-4.9326972222
337,,11,19,41.501,,38,6,3.15,,,-0.005,,-0.069,,2000,,11.3281947222,38.100875
222,,11,20,59.034,,4,52,49.85,,,-0.0031,,-0.027,,2000,,11.3497316667,4.8805138889
258,,11,28,59.283,,10,2,16.53,,,-0.0103,,0.04,,2000,,11.4831341667,10.037925
374,,11,30,42.781,,56,44,46.97,,,0.0002,,0.01,,2000,,11.5118836111,56.7463805556
169,,11,37,20.116,,-12,20,49.9,,,0.0034,,-0.095,,2000,,11.6222544444,-11.6528055556
392,,11,37,37.297,,62,42,47.07,,,-0.0131,,0.026,,2000,,11.6270269444,62.713075
363,,11,44,29.236,,48,30,59.07,,,-0.0012,,0.004,,2000,,11.7414544444,48.5164083333
47,,11,44,38.429,,-49,8,37.3,,,0.0003,,-0.006,,2000,,11.7440080556,-48.8563055556
118,,11,47,19.918,,-25,57,41.29,,,-0.0035,,0.008,,2000,,11.7888661111,-24.0385305556
205,,11,55,23.89,,1,5,45.29,,,-0.0032,,-0.035,,2000,,11.9233027778,1.0959138889
292,,11,55,24.51,,25,31,20.01,,,-0.0043,,-0.009,,2000,,11.923475,25.522225
324,,12,9,27.801,,38,37,54.62,,,-0.0028,,-0.061,,2000,,12.1577225,38.6318388889
241,,12,13,29.509,,10,2,29.88,,,0.0016,,-0.28,,2000,,12.2248636111,10.0416333333
