0.3m Ceravolo F9, AP1600, Apache Ridge Observatory
T   45  31.0798    0.000   0.0000
  IH       +388.5158     5.26244
  MA       +413.0884    13.71991
  ME       +382.6460     9.30859
  ID        -87.9915    10.13974
  CH       -105.5739    20.62577
  HCEC     -117.9756    23.47476
  TX        -19.6131     5.58032
END
