0.18m F9 AP Starfire
:NODA 
:EQUAT 
30 20 35 
18 28 33.228 +0 0 0.0 18 27 38.00 -00 00 43.0 22.0 0.7334 EAST 
18 44 4.998 +0 0 0.0 18 43 10.00 -00 01 08.0 22.0 0.7402 EAST 
18 59 29.335 +0 0 0.0 18 58 34.00 -00 01 30.0 22.0 0.7507 EAST 
19 15 7.82 +0 0 0.0 19 14 13.00 -00 01 55.0 22.0 0.7578 EAST 
19 30 32.37 +0 0 0.0 19 29 37.00 -00 02 16.0 22.0 0.7645 EAST 
19 45 56.814 +0 0 0.0 19 45 02.00 -00 02 39.0 22.0 0.7715 EAST 
20 1 22.131 +0 0 0.0 20 00 27.00 -00 02 59.0 22.0 0.7818 EAST 
20 16 59.07 +0 0 0.0 20 16 04.00 -00 03 21.0 22.0 0.7923 EAST 
20 32 36.778 +0 0 0.0 20 31 42.00 -00 03 41.0 22.0 0.803 EAST 
20 48 15.454 +0 0 0.0 20 47 20.00 -00 03 59.0 22.0 0.8103 EAST 
21 3 41.69 +0 0 0.0 21 02 47.00 -00 04 17.0 22.0 0.8173 EAST 
21 19 6.845 +0 0 0.0 21 18 12.00 -00 04 33.0 22.0 0.8278 EAST 
21 34 44.423 +0 0 0.0 21 33 49.00 -00 04 48.0 22.0 0.8346 EAST 
21 50 9.846 +0 0 0.0 21 49 15.00 -00 05 01.0 22.0 0.8419 EAST 
22 5 35.587 +0 0 0.0 22 04 41.00 -00 05 13.0 22.0 0.8523 EAST 
22 21 12.225 +0 0 0.0 22 20 17.00 -00 05 25.0 22.0 0.862 EAST 
22 36 48.425 +0 0 0.0 22 35 53.00 -00 05 33.0 22.0 0.8694 EAST 
22 52 13.758 +0 0 0.0 22 51 19.00 -00 05 42.0 22.0 0.8794 EAST 
19 44 19.646 +0 0 0.0 19 43 25.00 -00 02 36.0 23.0 0.995 EAST 
19 59 46.465 +0 0 0.0 19 58 52.00 -00 02 57.0 0.0 0.0018 EAST 
20 15 10.848 +0 0 0.0 20 14 16.00 -00 03 18.0 0.0 0.0088 EAST 
