0.18m F9 AP Starfire
:NODA 
:EQUAT 
30 20 35 
3 58 18.898 -15 23 43.91 3 56 32.405 -15 26 55.76 0.0 0.2687 WEST 
1 9 35.371 -12 31 41.76 1 7 42.368 -12 36 41.0 0.0 0.315 WEST 
1 23 39.781 -11 54 23.08 1 21 46.891 -11 59 17.58 0.0 0.3256 WEST 
22 52 40.125 -6 57 2.2 1 21 56.105 -11 57 1.34 0.0 0.3343 WEST 
4 11 54.791 -5 26 36.89 4 11 42.238 -5 27 8.12 0.0 0.3504 WEST 
4 3 10.6 +5 56 17.87 4 1 23.448 +5 52 33.56 0.0 0.3897 WEST 
1 2 34.988 +8 16 51.91 1 1 50.121 +8 13 19.14 0.0 0.4057 WEST 
1 31 36.764 +15 14 37.6 1 30 52.202 +15 11 3.61 0.0 0.4494 WEST 
4 23 26.689 +17 1 56.97 4 21 40.208 +16 58 45.94 0.0 0.4848 WEST 
2 43 29.56 +27 30 11.28 2 41 38.627 +27 24 58.26 0.0 0.543 WEST 
1 10 43.499 +33 40 57.14 1 8 55.063 +33 35 14.16 0.0 0.5786 WEST 
4 49 41.582 +38 10 5.8 4 47 47.445 +38 7 15.61 0.0 0.5915 WEST 
3 1 40.667 -24 32 32.78 2 59 57.858 -24 36 23.42 0.0 0.7182 WEST 
3 58 18.898 -15 23 43.91 3 56 36.145 -15 26 54.42 0.0 0.7288 WEST 
22 6 38.06 -14 49 17.97 3 56 40.763 -15 25 36.47 0.0 0.7371 WEST 
1 9 35.371 -12 31 41.76 3 56 32.697 -15 23 44.16 0.0 0.7499 WEST 
1 23 39.781 -11 54 23.08 1 21 50.214 -11 59 13.72 0.0 0.7616 WEST 
3 1 40.667 -24 32 32.78 3 0 1.097 -24 36 17.91 0.0 0.8675 WEST 
3 58 18.898 -15 23 43.91 3 0 9.692 -24 34 6.25 0.0 0.8757 WEST 
1 9 35.371 -12 31 41.76 1 7 49.346 +19 14 46.12 0.0 0.9221 WEST 
4 11 54.791 -5 26 36.89 4 10 15.411 -5 28 10.03 0.0 0.9709 WEST 
4 3 10.6 +5 56 17.87 4 1 31.836 +5 54 24.4 1.0 0.015 WEST 
1 2 34.988 +8 16 51.91 1 0 55.094 +8 13 19.74 1.0 0.0261 WEST 
1 31 36.764 +15 14 37.6 1 29 55.776 +15 11 3.74 1.0 0.0661 WEST 
4 23 26.689 +17 1 56.97 4 21 44.768 +17 0 20.66 1.0 0.0769 WEST 
2 43 29.56 +27 30 11.28 2 41 44.979 +27 26 46.74 1.0 0.1156 WEST 
1 10 43.499 +33 40 57.14 1 9 1.06 +33 36 49.77 1.0 0.1483 WEST 
4 49 41.582 +38 10 5.8 4 47 53.524 +38 8 40.99 1.0 0.161 WEST 
5 17 11.136 +38 46 22.89 5 15 22.318 +38 45 33.3 1.0 0.1779 WEST 
1 29 55.221 +43 35 15.83 1 28 9.638 +43 31 13.89 1.0 0.1908 WEST 
1 26 50.281 +68 34 19.24 1 24 58.173 +68 31 7.33 1.0 0.2512 WEST 
1 23 39.781 -11 54 23.08 1 21 53.654 -11 58 6.82 1.0 0.3647 WEST 
4 11 54.791 -5 26 36.89 4 10 16.031 -5 28 39.94 1.0 0.4056 WEST 
4 3 10.6 +5 56 17.87 4 1 32.993 +5 53 58.73 1.0 0.4455 WEST 
1 31 36.764 +15 14 37.6 1 29 57.236 +15 10 31.89 1.0 0.4974 WEST 
4 23 26.689 +17 1 56.97 4 21 45.603 +16 59 46.42 1.0 0.5097 WEST 
5 26 24.447 +25 37 56.66 5 24 45.333 +25 36 56.8 1.0 0.5444 WEST 
2 43 29.56 +27 30 11.28 2 41 47.743 +27 26 33.02 1.0 0.5555 WEST 
4 49 41.582 +38 10 5.8 4 47 55.184 +38 8 21.71 1.0 0.6026 WEST 
5 17 11.136 +38 46 22.89 5 15 24.026 +38 45 23.83 1.0 0.6121 WEST 
5 3 21.417 +60 10 12.84 5 1 16.89 +60 9 5.8 1.0 0.6748 WEST 
1 26 50.281 +68 34 19.24 5 1 26.5 +60 11 48.46 1.0 0.683 WEST 
END 
